,Tweets,class
304,for dr  ayoade alakija  a nigeria based public health specialist  saying no wasn t an option when she was asked to lead efforts to expand covid  testing and treatments to underserved regions   if they don t give you a seat at the table  pull up a chair   https   t co hplpgusupl,1
793,how could contact tracing help slow the spread of covid  ,0
445,who says coronavirus came from an animal and was not made in a lab,0
131,why the coronavirus seems to hit men harder than women,0
602,did dr  fauci fund the research that led to coronavirus outbreak ,0
569,two years into the covid  pandemic  most of the world has seen a dramatic drop in coronavirus infections  hospitalizations and deaths in recent weeks   a question looms  how will the pandemic end  https   t co ,1
425,experts debunk fringe theory linking china s coronavirus to weapons research,0
552,half a million people around the world have died of covid  since the omicron variant of the coronavirus was first detected in november https   t co ,1
461,the covid  pandemic accelerated a change in america s booze industry as brewers work to stay relevant  while spirits makers see an opportunity for growth https   t co prmosrlpid  wsjwhatsnow https   t co ,1
477,surging demand and shrinking supply are making home buying more difficult  particularly for middle class americans  wsjwhatsnow https   t co  https   t co ,1
226,people who have been vaccinated against covid  are less likely to suffer from long covid if they catch the virus than people who haven t  according to a new review of studies by the u k  health security agency https   t co ,1
423, coronavirus may have origins in china  s biological warfarelab in wuhan  ,0
499,symptoms of coronavirus,0
670,the number of people hospitalized in the u s  with covid  has tumbled more than   over the past three weeks  that s a ray of hope for a worn out health care workforce  https   t co ,1
400,in the gop s response to the  sotu  iowa gov  kim reynolds blamed president biden s spending proposals  including covid  stimulus  for spurring inflation and said his energy policies have contributed to rising gas prices arguments democrats contest https   t co ,1
866,great prevention advice   please share with all your loved ones ,0
572,opening statements began for the trial of four men charged with plotting to kidnap michigan gov  gretchen whitmer  prosecutors say the men conspired to kidnap the democratic governor in  because they were angry about covid  restrictions she imposed  https   t co ,1
335,why coronavirus conspiracy theories flourish  and why it matters ,0
49,at least   million children globally have lost a parent  grandparent or family member who helped care for them to covid   a new study says  https   t co ,1
697,is it possible to be reinfected with the novel coronavirus ,0
9,for the first time in more than a month  there are fewer than   hospital beds in use for patients with covid  nationwide  according to data from the us department of health and human services  https   t co ,1
242,the coronavirus  connection and coverup,0
615,average daily covid  cases and hospitalization are continuing to fall in the u s     total confirmed cases reported saturday barely exceeded    a sharp downturn from around   on jan    according to johns hopkins university data  https   t co ,1
519,the covid  pandemic helped spark a nationwide housing boom  with prices rising rapidly in every corner of the u s  but intense competition has pushed more buyers out of the market  especially at lower price points  https   t co ,1
